ResponseID,College,Rank,AppointmentType,YearsAtInstitution,Discipline,Gender,Race,Q8_OverallSatisfaction,Q9_LikelihoodToRecommend,Q10_ConsideredLeaving,Q11_Workload,Q11_Compensation,Q11_ResearchSupport,Q11_TeachingSupport,Q11_DeptClimate,Q11_TenurePromotion,Q11_LimitedAdvancement,Q11_Geographic,Q11_BetterOpportunity,Q11_LackRecognition,Q12_WorkloadManageable,Q13_WorkLifeBalance,Q14_WeeklyHours,Q15_ServiceLoad,Q16_TeachingResources,Q17_Facilities,Q18_ResearchFunding,Q19_ProfDevelopment,Q20_Mentorship,Q21_Collaboration,Q22_Compensation,Q23_TenureClarity,Q24_TenureFairness,Q25_HiringEffectiveness,Q26_PsychologicalSafety,Q27_Belonging,Q28_Inclusivity,Timestamp,Q29_ImprovementSuggestion,Q30_AdditionalComments
R0391,Global Affairs,Assistant Professor,Non-tenure track,16-20 years,STEM,Woman,Asian,3,4,4,0,0,0,0,0,1,0,0,1,0,1,1,40-49 hours,1,4,3,3,4,1,3,3,4.0,3.7,2,2,2,2,2025-11-05 12:00:00,Salary not competitive with peer institutions,
R0392,Science,Professor,Tenure-track,16-20 years,Social Sciences,Woman,White,3,3,5,0,0,0,1,0,0,0,0,0,1,4,3,40-49 hours,2,2,2,1,3,2,1,1,2.5,1.0999999999999999,2,1,2,2,2025-10-27 22:00:00,Excellent research support and facilities,Need more teaching assistants
R0393,Science,Associate Professor,Non-tenure track,16-20 years,Arts & Performance,Man,White,3,2,2,0,0,0,0,0,0,0,0,0,0,2,1,60-69 hours,3,2,1,1,3,5,5,2,2.5,3.4,3,4,4,3,2025-10-21 02:00:00,,Need better work-life balance policies
R0394,Business,Associate Professor,Adjunct/Part-time,More than 20 years,STEM,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,2,2,60-69 hours,2,3,2,3,3,2,4,4,,,4,2,5,5,2025-11-02 22:00:00,Need more teaching assistants,
R0395,Science,Assistant Professor,Tenure-track,3-5 years,STEM,Man,White,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,60-69 hours,3,3,4,1,2,2,3,3,3.5,4.4,2,5,4,4,2025-11-04 07:00:00,Very satisfied overall,
R0396,Law,Professor,Tenure-track,11-15 years,Social Sciences,Man,White,5,5,2,0,0,0,0,0,0,0,0,0,0,3,4,60-69 hours,3,3,2,4,4,5,3,3,4.0,5.0,4,5,5,5,2025-10-18 22:00:00,,Promotion criteria should be clearer
R0397,Architecture,Professor,Adjunct/Part-time,6-10 years,Professional fields,Woman,Asian,3,3,2,0,0,0,0,0,0,0,0,0,0,4,4,50-59 hours,1,2,3,2,5,3,3,1,,,2,1,1,1,2025-10-24 21:00:00,Department climate needs improvement,
R0398,Science,Instructor/Lecturer,Tenure-track,16-20 years,Humanities,Man,Asian,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,60-69 hours,3,3,3,2,4,3,3,2,3.5,2.4,3,4,2,2,2025-11-03 03:00:00,Great collegial atmosphere,Need better work-life balance policies
R0399,Business,Professor,Non-tenure track,11-15 years,Humanities,Man,White,4,4,3,0,0,0,0,0,0,0,0,0,0,2,2,40-49 hours,3,2,1,3,5,3,2,2,5.0,3.0,2,2,4,3,2025-11-02 01:00:00,Need better work-life balance policies,
R0400,Business,Assistant Professor,Tenured,11-15 years,Social Sciences,Man,White,3,4,2,0,0,0,0,0,0,0,0,0,0,4,4,60-69 hours,3,4,4,5,4,4,5,4,4.0,2.0,3,5,3,3,2025-10-26 17:00:00,,More mentorship needed for junior faculty
R0401,Arts & Letters,Associate Professor,Tenure-track,11-15 years,Humanities,Woman,Asian,5,5,1,0,0,0,0,0,0,0,0,0,0,1,1,50-59 hours,3,3,3,4,4,3,3,3,3.0,2.7,4,2,3,3,2025-10-28 21:00:00,Great collegial atmosphere,Very satisfied overall
R0402,Law,Professor,Non-tenure track,0-2 years,STEM,Prefer not to say,White,1,1,5,1,1,1,0,0,0,1,0,0,0,2,2,50-59 hours,2,2,1,1,5,1,5,3,4.0,2.0,3,3,4,3,2025-10-26 02:00:00,,
R0403,Engineering,Associate Professor,Tenured,6-10 years,Humanities,Man,Asian,5,5,1,0,0,0,0,0,0,0,0,0,0,5,5,60-69 hours,3,5,5,3,5,3,5,3,4.0,3.0,4,2,4,4,2025-10-31 20:00:00,Department climate needs improvement,
R0404,Architecture,Assistant Professor,Tenured,More than 20 years,Business,Woman,Asian,1,1,5,1,0,1,0,0,0,0,0,0,0,4,4,60-69 hours,4,1,1,2,3,2,2,2,3.5,0.3,2,1,2,1,2025-10-25 00:00:00,,More mentorship needed for junior faculty
R0405,Science,Teaching Professor,Tenured,More than 20 years,Humanities,Man,Asian,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,70+ hours,2,3,3,2,4,4,4,1,2.5,2.4,4,2,1,2,2025-10-28 15:00:00,Very satisfied overall,
R0406,Law,Instructor/Lecturer,Tenured,0-2 years,Business,Man,White,3,3,2,0,0,0,0,0,0,0,0,0,0,2,2,50-59 hours,2,3,4,3,5,2,3,2,4.0,3.0,4,3,4,4,2025-10-18 13:00:00,Great collegial atmosphere,
R0407,Science,Associate Professor,Tenure-track,0-2 years,Humanities,Woman,White,4,4,2,0,0,0,0,0,0,0,0,0,0,1,1,50-59 hours,2,2,2,2,2,2,1,2,3.5,2.1,3,1,1,1,2025-10-26 20:00:00,,More mentorship needed for junior faculty
R0408,Arts & Letters,Assistant Professor,Tenured,0-2 years,STEM,Woman,White,2,2,5,1,1,0,0,0,1,0,0,0,0,2,1,50-59 hours,1,2,1,3,2,1,3,3,1.0,1.7,4,1,2,1,2025-10-29 22:00:00,Great collegial atmosphere,Department climate needs improvement
R0409,Law,Associate Professor,Adjunct/Part-time,11-15 years,Business,Woman,White,4,3,2,0,0,0,0,0,0,0,0,0,0,3,3,50-59 hours,1,5,5,2,3,1,4,3,,,4,1,2,2,2025-10-19 13:00:00,,
R0410,Arts & Letters,Associate Professor,Tenured,16-20 years,STEM,Man,Asian,2,1,5,1,0,0,0,0,0,0,0,0,1,4,3,60-69 hours,5,3,5,3,4,3,3,3,4.0,4.0,4,4,3,3,2025-10-20 23:00:00,Too much administrative burden,Excellent research support and facilities
R0411,Science,Teaching Professor,Non-tenure track,3-5 years,Humanities,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,4,5,50-59 hours,1,5,5,2,4,2,3,3,2.5,2.4,3,2,4,4,2025-10-31 20:00:00,,Too much administrative burden
R0412,Law,Professor,Tenured,6-10 years,STEM,Woman,White,3,3,4,0,1,0,0,1,1,1,0,0,0,2,2,70+ hours,1,3,4,3,2,2,4,3,3.0,1.7,4,1,4,5,2025-10-23 19:00:00,Salary not competitive with peer institutions,Need better work-life balance policies
R0413,Law,Professor,Non-tenure track,16-20 years,STEM,Man,Hispanic or Latino/a/x,3,3,3,0,0,0,0,0,0,0,0,0,0,2,2,60-69 hours,1,3,4,4,5,1,3,4,4.0,3.0,3,4,2,2,2025-11-01 15:00:00,Too much administrative burden,
R0414,Engineering,Associate Professor,Tenure-track,11-15 years,Social Sciences,Man,Asian,4,3,1,0,0,0,0,0,0,0,0,0,0,5,5,50-59 hours,4,4,4,5,4,2,3,2,5.0,5.0,5,5,4,4,2025-10-29 13:00:00,Great collegial atmosphere,Promotion criteria should be clearer
R0415,Business,Professor,Adjunct/Part-time,6-10 years,STEM,Man,Hispanic or Latino/a/x,4,4,3,0,0,0,0,0,0,0,0,0,0,3,3,60-69 hours,3,5,5,3,3,1,4,1,,,4,4,3,4,2025-11-02 08:00:00,,
R0416,Science,Professor,Tenured,6-10 years,Social Sciences,Woman,Asian,4,4,3,0,0,0,0,0,0,0,0,0,0,2,1,70+ hours,1,2,2,2,2,3,3,3,2.5,2.1,2,1,1,1,2025-10-25 07:00:00,,Excellent research support and facilities
R0417,Science,Assistant Professor,Tenure-track,6-10 years,Humanities,Man,White,4,3,1,0,0,0,0,0,0,0,0,0,0,3,2,60-69 hours,3,2,1,3,5,4,1,1,0.5,2.4,2,3,3,2,2025-10-17 08:00:00,Salary not competitive with peer institutions,
R0418,Science,Associate Professor,Tenure-track,3-5 years,STEM,Man,White,2,3,4,1,1,0,0,0,1,0,0,0,0,1,2,60-69 hours,4,3,3,3,4,3,4,3,1.5,1.4,3,3,3,3,2025-10-29 07:00:00,Too much administrative burden,
R0419,Business,Teaching Professor,Tenure-track,6-10 years,STEM,Woman,Black or African American,2,3,4,0,0,0,0,1,0,0,0,1,1,1,1,60-69 hours,3,3,4,2,2,1,3,2,3.0,1.7,3,1,2,1,2025-10-29 18:00:00,Need better work-life balance policies,More mentorship needed for junior faculty
R0420,Business,Instructor/Lecturer,Tenured,11-15 years,Humanities,Man,White,3,3,4,0,0,0,0,0,0,1,0,0,1,4,3,60-69 hours,3,2,2,2,4,2,4,4,1.0,4.0,2,4,4,5,2025-11-03 21:00:00,Excellent research support and facilities,Department climate needs improvement
R0421,Architecture,Associate Professor,Tenured,16-20 years,Social Sciences,Man,White,1,1,5,1,1,0,0,0,0,1,0,1,0,4,3,40-49 hours,1,2,2,3,4,3,4,3,4.5,1.6,3,2,2,2,2025-10-27 10:00:00,Great collegial atmosphere,Excellent research support and facilities
R0422,Architecture,Associate Professor,Non-tenure track,11-15 years,Humanities,Man,White,4,5,1,0,0,0,0,0,0,0,0,0,0,1,1,70+ hours,2,3,4,1,3,3,2,2,3.5,0.6,3,3,3,4,2025-10-15 15:00:00,Need more teaching assistants,Need better work-life balance policies
R0423,Arts & Letters,Associate Professor,Tenured,11-15 years,Humanities,Man,White,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,60-69 hours,3,4,3,2,4,4,4,3,5.0,3.0,5,3,5,5,2025-10-25 05:00:00,,Too much administrative burden
R0424,Engineering,Assistant Professor,Tenure-track,0-2 years,Business,Man,Asian,4,4,2,0,0,0,0,0,0,0,0,0,0,3,3,50-59 hours,3,4,4,4,3,1,2,4,4.0,5.0,4,5,3,3,2025-10-30 06:00:00,Excellent research support and facilities,Excellent research support and facilities
R0425,Arts & Letters,Associate Professor,Non-tenure track,6-10 years,Humanities,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,4,5,60-69 hours,3,3,2,3,3,3,4,2,1.0,5.0,2,3,3,3,2025-10-26 08:00:00,,
R0426,Engineering,Assistant Professor,Non-tenure track,0-2 years,Social Sciences,Woman,White,3,3,3,0,0,0,0,0,0,0,0,0,0,3,1,60-69 hours,3,4,3,3,2,2,5,4,4.0,1.7,3,1,3,3,2025-10-25 08:00:00,Salary not competitive with peer institutions,
R0427,Science,Associate Professor,Tenure-track,3-5 years,Humanities,Man,White,3,3,3,0,0,0,0,0,0,0,0,0,0,2,3,40-49 hours,4,2,1,2,2,3,2,1,3.5,3.4,2,5,4,4,2025-11-03 22:00:00,Promotion criteria should be clearer,
R0428,Law,Assistant Professor,Tenure-track,11-15 years,STEM,Woman,White,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,70+ hours,2,5,4,2,5,3,3,3,4.0,1.7,3,1,2,2,2025-10-23 17:00:00,Promotion criteria should be clearer,
R0429,Science,Associate Professor,Tenure-track,More than 20 years,STEM,Woman,White,2,2,4,0,0,1,0,0,1,0,0,0,1,1,1,60-69 hours,2,5,5,2,4,2,2,1,1.5,3.1,3,1,3,4,2025-10-15 16:00:00,,Great collegial atmosphere
R0430,Arts & Letters,Associate Professor,Non-tenure track,0-2 years,Arts & Performance,Man,White,4,4,3,0,0,0,0,0,0,0,0,0,0,4,4,50-59 hours,3,4,3,3,4,3,4,3,3.0,3.0,2,3,3,3,2025-10-21 02:00:00,Very satisfied overall,
R0431,Arts & Letters,Teaching Professor,Non-tenure track,6-10 years,Social Sciences,Woman,Hispanic or Latino/a/x,2,2,4,0,1,1,0,0,0,0,1,0,0,4,4,40-49 hours,1,3,3,2,4,2,2,3,2.0,3.7,4,4,2,2,2025-10-22 23:00:00,,More mentorship needed for junior faculty
R0432,Business,Instructor/Lecturer,Tenured,16-20 years,Arts & Performance,Man,White,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,50-59 hours,4,4,4,3,4,4,4,5,3.0,2.0,2,5,4,4,2025-10-28 15:00:00,Excellent research support and facilities,
R0433,Engineering,Professor,Non-tenure track,3-5 years,Business,Woman,White,3,4,3,0,0,0,0,0,0,0,0,0,0,5,5,50-59 hours,2,5,5,3,4,3,4,2,5.0,3.7,5,4,3,3,2025-11-01 07:00:00,,
R0434,Arts & Letters,Teaching Professor,Non-tenure track,6-10 years,Business,Man,White,3,2,3,0,0,0,0,0,0,0,0,0,0,3,3,50-59 hours,5,3,4,3,4,3,4,3,2.0,3.0,5,3,3,3,2025-10-30 20:00:00,Very satisfied overall,Need better work-life balance policies
R0435,Arts & Letters,Assistant Professor,Tenured,11-15 years,Business,Man,Asian,4,4,2,0,0,0,0,0,0,0,0,0,0,3,3,50-59 hours,2,3,4,4,4,3,2,4,3.0,4.0,4,5,2,2,2025-10-30 14:00:00,Excellent research support and facilities,More mentorship needed for junior faculty
R0436,Business,Teaching Professor,Non-tenure track,11-15 years,Social Sciences,Woman,White,3,3,3,0,0,0,0,0,0,0,0,0,0,3,1,50-59 hours,1,2,2,3,3,2,4,3,2.0,3.7,2,2,3,3,2025-10-15 02:00:00,Need better work-life balance policies,Very satisfied overall
R0437,Arts & Letters,Instructor/Lecturer,Tenure-track,0-2 years,STEM,Woman,Asian,3,3,3,0,0,0,0,0,0,0,0,0,0,2,1,70+ hours,1,3,3,4,4,2,4,3,1.0,2.7,3,3,1,1,2025-10-24 07:00:00,,Promotion criteria should be clearer
R0438,Architecture,Associate Professor,Tenure-track,3-5 years,Humanities,Woman,White,3,3,2,0,0,0,0,0,0,0,0,0,0,2,1,60-69 hours,2,2,1,3,3,2,3,1,3.5,1.3,1,1,2,2,2025-10-27 22:00:00,Need more teaching assistants,
R0439,Business,Professor,Tenured,16-20 years,Social Sciences,Man,Asian,3,2,3,0,0,0,0,0,0,0,0,0,0,3,3,60-69 hours,4,2,3,3,4,4,4,3,5.0,4.0,4,3,2,2,2025-10-22 09:00:00,Need more teaching assistants,
R0440,Arts & Letters,Associate Professor,Tenure-track,6-10 years,Humanities,Woman,White,3,3,4,1,0,0,0,0,0,0,1,1,1,4,3,40-49 hours,2,3,2,2,4,3,3,3,3.0,2.7,3,2,3,4,2025-11-05 18:00:00,,Department climate needs improvement
R0441,Arts & Letters,Assistant Professor,Tenured,0-2 years,Humanities,Man,Asian,3,3,3,0,0,0,0,0,0,0,0,0,0,3,4,50-59 hours,1,2,2,2,4,2,4,2,2.0,2.0,3,3,2,1,2025-10-26 15:00:00,,Need better work-life balance policies
R0442,Global Affairs,Assistant Professor,Adjunct/Part-time,11-15 years,Humanities,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,3,4,50-59 hours,4,3,4,2,3,3,5,3,,,2,4,4,5,2025-11-01 16:00:00,Need more teaching assistants,
R0443,Science,Associate Professor,Tenure-track,0-2 years,Social Sciences,Man,Hispanic or Latino/a/x,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,60-69 hours,2,3,3,4,2,2,2,2,2.5,1.4,1,3,3,3,2025-10-26 13:00:00,More mentorship needed for junior faculty,
R0444,Science,Professor,Tenure-track,11-15 years,STEM,Woman,White,2,2,4,1,1,0,0,0,0,0,0,0,0,2,2,70+ hours,1,2,2,1,3,1,4,1,3.5,0.10000000000000003,2,2,3,3,2025-11-01 10:00:00,Very satisfied overall,Need more teaching assistants
R0445,Architecture,Instructor/Lecturer,Tenured,3-5 years,Social Sciences,Man,White,3,4,3,0,0,0,0,0,0,0,0,0,0,3,3,40-49 hours,2,2,3,3,3,1,3,4,2.5,1.6,4,3,3,4,2025-10-26 22:00:00,Need more teaching assistants,Very satisfied overall
R0446,Law,Research Professor,Adjunct/Part-time,More than 20 years,STEM,Man,White,4,4,2,0,0,0,0,0,0,0,0,0,0,2,2,40-49 hours,2,2,3,4,4,4,3,4,,,3,1,5,5,2025-10-29 08:00:00,Too much administrative burden,Too much administrative burden
R0447,Global Affairs,Assistant Professor,Tenured,3-5 years,Business,Woman,White,2,2,3,0,0,0,0,0,0,0,0,0,0,3,3,60-69 hours,1,3,3,2,3,3,2,5,3.0,3.7,3,3,3,3,2025-10-24 08:00:00,Too much administrative burden,Promotion criteria should be clearer
R0448,Business,Professor,Tenured,3-5 years,Social Sciences,Man,Asian,4,4,1,0,0,0,0,0,0,0,0,0,0,2,2,50-59 hours,2,3,2,3,5,1,3,2,4.0,4.0,4,4,2,2,2025-10-22 03:00:00,More mentorship needed for junior faculty,
R0449,Science,Associate Professor,Tenure-track,0-2 years,STEM,Man,White,2,2,5,1,1,0,0,0,1,1,0,0,0,2,2,60-69 hours,3,2,1,1,2,2,2,4,4.5,1.4,5,4,4,4,2025-10-21 10:00:00,Excellent research support and facilities,
R0450,Arts & Letters,Professor,Tenure-track,3-5 years,STEM,Man,White,4,4,3,0,0,0,0,0,0,0,0,0,0,1,2,60-69 hours,3,3,3,3,2,2,3,2,3.0,4.0,5,3,3,3,2025-10-18 23:00:00,Need better work-life balance policies,
R0451,Business,Teaching Professor,Adjunct/Part-time,16-20 years,Humanities,Woman,White,3,4,4,1,0,0,0,0,1,0,0,1,0,1,1,70+ hours,1,3,3,1,4,2,2,2,,,2,2,3,3,2025-11-01 22:00:00,Great collegial atmosphere,
R0452,Engineering,Professor,Adjunct/Part-time,More than 20 years,Humanities,Man,White,5,5,2,0,0,0,0,0,0,0,0,0,0,2,1,50-59 hours,4,3,3,3,4,5,4,4,,,2,5,4,4,2025-10-20 06:00:00,Salary not competitive with peer institutions,
R0453,Science,Assistant Professor,Tenure-track,3-5 years,Social Sciences,Man,Asian,3,2,3,0,0,0,0,0,0,0,0,0,0,4,4,40-49 hours,1,2,1,4,4,3,3,1,1.5,1.4,5,5,3,2,2025-10-21 23:00:00,Promotion criteria should be clearer,Need more teaching assistants
R0454,Law,Associate Professor,Adjunct/Part-time,6-10 years,STEM,Woman,Asian,3,3,3,0,0,0,0,0,0,0,0,0,0,2,1,60-69 hours,2,5,5,3,4,2,3,3,,,5,2,1,1,2025-10-30 08:00:00,Department climate needs improvement,Need more teaching assistants
R0455,Arts & Letters,Assistant Professor,Non-tenure track,11-15 years,Social Sciences,Woman,Asian,4,3,1,0,0,0,0,0,0,0,0,0,0,2,1,70+ hours,1,3,4,2,4,1,2,2,4.0,2.7,3,2,2,2,2025-11-02 16:00:00,,Great collegial atmosphere
R0456,Engineering,Assistant Professor,Non-tenure track,16-20 years,STEM,Man,White,4,5,1,0,0,0,0,0,0,0,0,0,0,3,4,60-69 hours,3,4,4,3,3,3,3,3,5.0,4.0,3,5,3,3,2025-11-03 09:00:00,,Great collegial atmosphere
R0457,Arts & Letters,Instructor/Lecturer,Tenured,6-10 years,Humanities,Woman,White,3,3,4,0,0,1,0,0,1,0,0,0,0,4,4,50-59 hours,2,4,4,2,3,3,4,2,3.0,3.7,4,1,1,1,2025-10-18 06:00:00,Promotion criteria should be clearer,
R0458,Engineering,Associate Professor,Tenured,6-10 years,Humanities,Woman,Asian,4,4,2,0,0,0,0,0,0,0,0,0,0,4,3,60-69 hours,3,5,5,1,4,3,3,4,3.0,1.7,4,2,2,1,2025-10-24 07:00:00,,
R0459,Arts & Letters,Professor,Tenured,6-10 years,Social Sciences,Woman,White,4,3,3,0,0,0,0,0,0,0,0,0,0,3,2,70+ hours,3,2,2,4,4,1,4,3,4.0,1.7,3,4,4,5,2025-10-26 05:00:00,More mentorship needed for junior faculty,Excellent research support and facilities
R0460,Arts & Letters,Professor,Non-tenure track,11-15 years,STEM,Man,White,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,70+ hours,3,4,4,4,5,4,4,4,4.0,2.0,4,5,3,3,2025-10-24 00:00:00,Great collegial atmosphere,
R0461,Arts & Letters,Teaching Professor,Tenure-track,0-2 years,Professional fields,Woman,White,1,1,4,1,0,1,0,0,0,0,0,0,1,4,3,70+ hours,2,2,2,2,4,2,4,3,2.0,2.7,3,2,3,3,2025-11-01 04:00:00,Too much administrative burden,Very satisfied overall
R0462,Business,Teaching Professor,Tenure-track,11-15 years,Social Sciences,Man,White,3,3,2,0,0,0,0,0,0,0,0,0,0,3,3,40-49 hours,3,3,3,4,4,3,5,3,4.0,5.0,2,3,5,5,2025-10-23 01:00:00,,Too much administrative burden
R0463,Business,Assistant Professor,Tenured,3-5 years,Humanities,Man,White,4,4,2,0,0,0,0,0,0,0,0,0,0,3,3,40-49 hours,3,3,2,4,3,3,3,1,2.0,3.0,3,3,5,5,2025-10-16 17:00:00,More mentorship needed for junior faculty,
R0464,Engineering,Assistant Professor,Non-tenure track,16-20 years,STEM,Man,Black or African American,3,4,4,0,1,0,0,0,1,0,0,1,1,2,3,60-69 hours,2,2,2,5,3,2,3,4,4.0,3.0,4,2,2,3,2025-10-24 22:00:00,Salary not competitive with peer institutions,
R0465,Global Affairs,Assistant Professor,Tenure-track,0-2 years,Social Sciences,Man,White,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,70+ hours,3,3,3,5,3,2,4,3,3.0,4.0,4,5,3,4,2025-10-19 20:00:00,Need better work-life balance policies,
R0466,Science,Professor,Non-tenure track,6-10 years,STEM,Man,White,3,2,5,1,0,0,1,0,0,0,0,1,1,3,4,50-59 hours,1,2,1,1,4,3,4,3,2.5,3.4,3,3,1,1,2025-10-30 03:00:00,Salary not competitive with peer institutions,More mentorship needed for junior faculty
R0467,Science,Teaching Professor,Adjunct/Part-time,6-10 years,Social Sciences,Woman,White,1,1,4,1,1,0,0,1,0,0,0,1,0,5,4,50-59 hours,2,4,4,4,3,1,3,2,,,4,2,2,2,2025-10-15 18:00:00,,
R0468,Law,Associate Professor,Tenure-track,11-15 years,Professional fields,Man,White,3,3,4,0,1,0,0,0,0,0,0,0,1,2,2,60-69 hours,3,4,4,3,3,4,5,3,3.0,3.0,3,3,5,5,2025-10-24 15:00:00,Excellent research support and facilities,Great collegial atmosphere
R0469,Arts & Letters,Associate Professor,Non-tenure track,0-2 years,Social Sciences,Man,White,4,4,2,0,0,0,0,0,0,0,0,0,0,4,4,40-49 hours,2,4,5,3,3,4,3,3,3.0,4.0,3,4,2,1,2025-10-30 14:00:00,,
R0470,Global Affairs,Assistant Professor,Tenured,6-10 years,STEM,Man,Hispanic or Latino/a/x,1,1,5,1,0,1,0,0,0,0,0,0,1,1,1,60-69 hours,1,3,4,3,4,1,3,1,4.0,2.0,1,3,3,3,2025-10-25 05:00:00,,
R0471,Arts & Letters,Professor,Non-tenure track,6-10 years,STEM,Man,Black or African American,3,3,2,0,0,0,0,0,0,0,0,0,0,2,2,60-69 hours,3,3,3,2,3,1,3,1,3.0,4.0,2,2,1,1,2025-10-16 08:00:00,Excellent research support and facilities,Need more teaching assistants
R0472,Global Affairs,Professor,Tenure-track,6-10 years,Social Sciences,Non-binary,White,2,2,4,1,1,0,0,0,0,0,1,0,1,4,3,60-69 hours,3,3,2,3,3,1,2,2,3.0,5.0,3,1,1,2,2025-10-30 03:00:00,Need more teaching assistants,
R0473,Arts & Letters,Assistant Professor,Non-tenure track,11-15 years,STEM,Man,Hispanic or Latino/a/x,4,4,1,0,0,0,0,0,0,0,0,0,0,1,1,70+ hours,1,2,1,2,4,2,3,3,4.0,4.0,3,1,3,3,2025-10-17 12:00:00,Need better work-life balance policies,Excellent research support and facilities
R0474,Law,Professor,Non-tenure track,11-15 years,STEM,Man,Prefer not to say,4,4,1,0,0,0,0,0,0,0,0,0,0,2,1,60-69 hours,2,3,3,3,5,3,5,3,4.0,1.0,3,4,3,4,2025-10-30 02:00:00,Need better work-life balance policies,
R0475,Engineering,Assistant Professor,Adjunct/Part-time,16-20 years,Arts & Performance,Man,Asian,4,4,2,0,0,0,0,0,0,0,0,0,0,2,1,60-69 hours,3,3,2,5,4,4,5,3,,,3,3,3,4,2025-11-02 20:00:00,,Excellent research support and facilities
R0476,Global Affairs,Associate Professor,Non-tenure track,3-5 years,Social Sciences,Man,Black or African American,3,3,2,0,0,0,0,0,0,0,0,0,0,2,3,60-69 hours,3,2,3,3,3,2,3,2,2.0,2.0,4,4,2,2,2025-11-05 01:00:00,Promotion criteria should be clearer,Promotion criteria should be clearer
R0477,Arts & Letters,Associate Professor,Tenured,16-20 years,STEM,Man,White,3,3,4,0,0,1,0,0,0,1,0,1,0,1,1,60-69 hours,3,2,2,4,3,2,3,3,3.0,4.0,4,1,5,4,2025-10-19 04:00:00,Very satisfied overall,Need better work-life balance policies
R0478,Engineering,Associate Professor,Non-tenure track,6-10 years,Business,Woman,White,2,2,5,1,0,1,0,0,1,0,0,0,0,4,4,50-59 hours,2,5,5,4,4,1,4,3,3.0,2.7,4,2,3,4,2025-11-02 09:00:00,Salary not competitive with peer institutions,Salary not competitive with peer institutions
R0479,Global Affairs,Associate Professor,Non-tenure track,0-2 years,STEM,Non-binary,White,4,4,3,0,0,0,0,0,0,0,0,0,0,2,3,50-59 hours,3,2,3,4,1,2,3,5,3.0,4.0,1,2,1,2,2025-10-17 07:00:00,More mentorship needed for junior faculty,
R0480,Engineering,Assistant Professor,Tenured,0-2 years,Professional fields,Man,White,3,2,2,0,0,0,0,0,0,0,0,0,0,3,2,40-49 hours,3,5,5,2,4,3,4,5,3.0,4.0,4,3,5,4,2025-10-18 17:00:00,Need better work-life balance policies,
R0481,Engineering,Associate Professor,Tenure-track,3-5 years,STEM,Woman,Prefer not to say,5,5,1,0,0,0,0,0,0,0,0,0,0,3,3,50-59 hours,4,5,5,4,4,2,3,4,3.0,2.7,3,1,4,5,2025-10-28 19:00:00,,
R0482,Business,Assistant Professor,Adjunct/Part-time,16-20 years,Business,Woman,White,2,3,2,0,0,0,0,0,0,0,0,0,0,3,3,40-49 hours,3,2,2,3,2,1,3,4,,,3,1,2,2,2025-11-03 19:00:00,Very satisfied overall,
R0483,Engineering,Assistant Professor,Non-tenure track,11-15 years,Humanities,Woman,Asian,4,4,2,0,0,0,0,0,0,0,0,0,0,4,4,60-69 hours,2,3,3,3,3,3,4,1,5.0,3.7,3,2,2,2,2025-10-22 16:00:00,Salary not competitive with peer institutions,Salary not competitive with peer institutions
R0484,Engineering,Assistant Professor,Non-tenure track,16-20 years,Business,Man,Asian,3,2,3,0,0,0,0,0,0,0,0,0,0,4,3,60-69 hours,3,5,4,5,5,5,3,3,5.0,3.0,4,4,3,4,2025-10-27 14:00:00,Need more teaching assistants,Need better work-life balance policies
R0485,Engineering,Teaching Professor,Tenure-track,6-10 years,Professional fields,Man,Black or African American,4,4,2,0,0,0,0,0,0,0,0,0,0,1,2,60-69 hours,1,5,5,2,4,3,4,2,3.0,3.0,4,4,3,4,2025-10-29 09:00:00,Need better work-life balance policies,
R0486,Law,Assistant Professor,Non-tenure track,6-10 years,STEM,Man,Prefer not to say,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,70+ hours,2,3,2,2,4,3,2,5,4.0,3.0,2,4,5,5,2025-11-02 13:00:00,Very satisfied overall,Need better work-life balance policies
R0487,Arts & Letters,Associate Professor,Tenured,0-2 years,Professional fields,Woman,White,3,3,3,0,0,0,0,0,0,0,0,0,0,2,2,50-59 hours,1,3,3,1,3,2,3,2,3.0,3.7,4,3,3,3,2025-10-24 18:00:00,,
